sample	event	chrom	start	type	error_group	rep	depth	purity
visorR31	25	2R	5611257	deletion	fp	2	deep	100
visorR31	78	3R	10463000	inversion	tp	2	deep	100
visorR31	98	4	863000	inversion	tp	2	deep	100
visorR31	-	4	797000	inversion	fn	2	deep	100
visorR31	81	3R	11485000	inversion	tp	2	deep	100
visorR31	14	2L	9938000	deletion	tp	2	deep	100
visorR31	101	4	925000	inversion	tp	2	deep	100
visorR31	34	2R	8887000	deletion	tp	2	deep	100
visorR31	47	3L	6655000	inversion	tp	2	deep	100
visorR31	45	3L	5000000	deletion	tp	2	deep	100
visorR31	68	3R	6655000	inversion	tp	2	deep	100
visorR31	63	3L	12489000	deletion	tp	2	deep	100
visorR31	71	3R	7810000	deletion	tp	2	deep	100
visorR31	120	X	11987000	tandem duplication	tp	2	deep	100
visorR31	80	3R	10970000	tandem duplication	tp	2	deep	100
visorR31	28	2R	6655000	inversion	tp	2	deep	100
visorR33	34	2R	9938000	deletion	tp	2	deep	80
visorR33	52	3L	8887000	deletion	tp	2	deep	80
visorR33	20	2L	12489000	deletion	tp	2	deep	80
visorR33	4	2L	6655000	inversion	tp	2	deep	80
visorR33	26	2R	7160000	deletion	tp	2	deep	80
visorR33	12	2L	9437000	inversion	tp	2	deep	80
visorR33	23	2R	5550000	deletion	tp	2	deep	80
visorR33	103	4	969000	deletion	tp	2	deep	80
visorR33	42	2R	12489000	deletion	tp	2	deep	80
visorR33	107	X	6655000	inversion	tp	2	deep	80
visorR33	24	2R	6150000	tandem duplication	tp	2	deep	80
visorR33	58	3L	11485000	inversion	tp	2	deep	80
visorR33	91	4	610000	deletion	tp	2	deep	80
visorR33	-	4	415000	inversion	fn	2	deep	80
visorR33	118	X	10970000	tandem duplication	tp	2	deep	80
visorR33	16	2L	10970000	tandem duplication	tp	2	deep	80
visorR33	39	2R	11485000	inversion	tp	2	deep	80
visorR33	89	4	440000	deletion	tp	2	deep	80
visorR33	36	2R	10463000	inversion	tp	2	deep	80
visorR33	75	3R	9437000	inversion	tp	2	deep	80
visorR33	-	3L	6150000	tandem duplication	fn	2	deep	80
visorR33	69	3R	7160000	deletion	tp	2	deep	80
visorR33	54	3L	9938000	deletion	tp	2	deep	80
visorR33	122	X	12489000	deletion	tp	2	deep	80
visorR33	33	2R	9437000	inversion	tp	2	deep	80
visorR33	96	4	818000	deletion	tp	2	deep	80
visorR33	-	3R	12489000	deletion	fn	2	deep	80
visorR33	5	2L	7160000	deletion	tp	2	deep	80
visorR33	111	X	8312000	tandem duplication	tp	2	deep	80
visorR33	66	3R	6150000	tandem duplication	tp	2	deep	80
visorR33	15	2L	10463000	inversion	tp	2	deep	80
visorR33	62	3R	5000000	deletion	tp	2	deep	80
visorR33	105	X	5550000	deletion	tp	2	deep	80
visorR33	50	3L	8312000	tandem duplication	tp	2	deep	80
visorR33	99	4	890000	tandem duplication	tp	2	deep	80
visorR33	59	3L	11987000	tandem duplication	tp	2	deep	80
visorR33	10	2L	8887000	deletion	tp	2	deep	80
visorR33	114	X	9437000	inversion	tp	2	deep	80
visorR33	41	2R	11987000	tandem duplication	tp	2	deep	80
visorR33	86	4	270000	deletion	tp	2	deep	80
visorR33	92	4	632000	tandem duplication	tp	2	deep	80
visorR33	53	3L	9437000	inversion	tp	2	deep	80
visorR33	1	2L	5000000	deletion	tp	2	deep	80
visorR33	28	2R	7810000	deletion	tp	2	deep	80
visorR33	38	2R	10970000	tandem duplication	tp	2	deep	80
visorR33	110	X	7810000	deletion	tp	2	deep	80
visorR33	102	4	947000	tandem duplication	tp	2	deep	80
visorR33	76	3R	9938000	deletion	tp	2	deep	80
visorR33	73	3R	8312000	tandem duplication	tp	2	deep	80
visorR33	7	2L	7810000	deletion	tp	2	deep	80
visorR33	19	2L	11987000	tandem duplication	tp	2	deep	80
visorR33	64	3R	5550000	deletion	tp	2	deep	80
visorR33	48	3L	7810000	deletion	tp	2	deep	80
visorR33	106	X	6150000	tandem duplication	tp	2	deep	80
visorR33	116	X	9938000	deletion	tp	2	deep	80
visorR33	47	3L	7160000	deletion	tp	2	deep	80
visorR33	44	3L	5550000	deletion	tp	2	deep	80
visorR33	22	2R	5000000	deletion	tp	2	deep	80
visorR33	18	2L	11485000	inversion	tp	2	deep	80
visorR33	119	X	11485000	inversion	tp	2	deep	80
visorR33	2	2L	5550000	deletion	tp	2	deep	80
visorR33	88	4	390000	tandem duplication	tp	2	deep	80
visorR33	29	2R	8312000	tandem duplication	tp	2	deep	80
visorR33	104	X	5000000	deletion	tp	2	deep	80
visorR33	109	X	7160000	deletion	tp	2	deep	80
visorR33	113	X	8887000	deletion	tp	2	deep	80
visorR33	94	4	727000	deletion	tp	2	deep	80
visorR33	74	3R	8887000	deletion	tp	2	deep	80
visorR33	3	2L	6150000	tandem duplication	tp	2	deep	80
visorR33	117	X	10463000	inversion	tp	2	deep	80
visorR33	8	2L	8312000	tandem duplication	tp	2	deep	80
visorR33	55	3L	10463000	inversion	tp	2	deep	80
visorR33	82	3R	11987000	tandem duplication	tp	2	deep	80
visorR33	84	4	200000	deletion	tp	2	deep	80
visorR33	56	3L	10970000	tandem duplication	tp	2	deep	80
visorR33	78	3R	10463000	inversion	tp	2	deep	80
visorR33	98	4	863000	inversion	tp	2	deep	80
visorR33	-	4	797000	inversion	fn	2	deep	80
visorR33	81	3R	11485000	inversion	tp	2	deep	80
visorR33	13	2L	9938000	deletion	tp	2	deep	80
visorR33	101	4	925000	inversion	tp	2	deep	80
visorR33	31	2R	8887000	deletion	tp	2	deep	80
visorR33	45	3L	6655000	inversion	tp	2	deep	80
visorR33	43	3L	5000000	deletion	tp	2	deep	80
visorR33	67	3R	6655000	inversion	tp	2	deep	80
visorR33	61	3L	12489000	deletion	tp	2	deep	80
visorR33	70	3R	7810000	deletion	tp	2	deep	80
visorR33	120	X	11987000	tandem duplication	tp	2	deep	80
visorR33	80	3R	10970000	tandem duplication	tp	2	deep	80
visorR33	25	2R	6655000	inversion	tp	2	deep	80
visorR35	37	2R	9938000	deletion	tp	2	deep	60
visorR35	55	3L	8887000	deletion	tp	2	deep	60
visorR35	20	2L	12489000	deletion	tp	2	deep	60
visorR35	4	2L	6655000	inversion	tp	2	deep	60
visorR35	28	2R	7160000	deletion	tp	2	deep	60
visorR35	12	2L	9437000	inversion	tp	2	deep	60
visorR35	23	2R	5550000	deletion	tp	2	deep	60
visorR35	103	4	969000	deletion	tp	2	deep	60
visorR35	44	2R	12489000	deletion	tp	2	deep	60
visorR35	107	X	6655000	inversion	tp	2	deep	60
visorR35	25	2R	6150000	tandem duplication	tp	2	deep	60
visorR35	61	3L	11485000	inversion	tp	2	deep	60
visorR35	91	4	610000	deletion	tp	2	deep	60
visorR35	-	4	415000	inversion	fn	2	deep	60
visorR35	115	X	10970000	tandem duplication	tp	2	deep	60
visorR35	16	2L	10970000	tandem duplication	tp	2	deep	60
visorR35	42	2R	11485000	inversion	tp	2	deep	60
visorR35	89	4	440000	deletion	tp	2	deep	60
visorR35	39	2R	10463000	inversion	tp	2	deep	60
visorR35	75	3R	9437000	inversion	tp	2	deep	60
visorR35	-	3L	6150000	tandem duplication	fn	2	deep	60
visorR35	70	3R	7160000	deletion	tp	2	deep	60
visorR35	57	3L	9938000	deletion	tp	2	deep	60
visorR35	118	X	12489000	deletion	tp	2	deep	60
visorR35	36	2R	9437000	inversion	tp	2	deep	60
visorR35	96	4	818000	deletion	tp	2	deep	60
visorR35	-	3R	12489000	deletion	fn	2	deep	60
visorR35	5	2L	7160000	deletion	tp	2	deep	60
visorR35	110	X	8312000	tandem duplication	tp	2	deep	60
visorR35	67	3R	6150000	tandem duplication	tp	2	deep	60
visorR35	15	2L	10463000	inversion	tp	2	deep	60
visorR35	65	3R	5000000	deletion	tp	2	deep	60
visorR35	105	X	5550000	deletion	tp	2	deep	60
visorR35	52	3L	8312000	tandem duplication	tp	2	deep	60
visorR35	99	4	890000	tandem duplication	tp	2	deep	60
visorR35	62	3L	11987000	tandem duplication	tp	2	deep	60
visorR35	10	2L	8887000	deletion	tp	2	deep	60
visorR35	112	X	9437000	inversion	tp	2	deep	60
visorR35	43	2R	11987000	tandem duplication	tp	2	deep	60
visorR35	86	4	270000	deletion	tp	2	deep	60
visorR35	92	4	632000	tandem duplication	tp	2	deep	60
visorR35	56	3L	9437000	inversion	tp	2	deep	60
visorR35	1	2L	5000000	deletion	tp	2	deep	60
visorR35	30	2R	7810000	deletion	tp	2	deep	60
visorR35	41	2R	10970000	tandem duplication	tp	2	deep	60
visorR35	109	X	7810000	deletion	tp	2	deep	60
visorR35	-	X	10463000	inversion	fn	2	deep	60
visorR35	76	3R	9938000	deletion	tp	2	deep	60
visorR35	73	3R	8312000	tandem duplication	tp	2	deep	60
visorR35	7	2L	7810000	deletion	tp	2	deep	60
visorR35	19	2L	11987000	tandem duplication	tp	2	deep	60
visorR35	66	3R	5550000	deletion	tp	2	deep	60
visorR35	51	3L	7810000	deletion	tp	2	deep	60
visorR35	106	X	6150000	tandem duplication	tp	2	deep	60
visorR35	113	X	9938000	deletion	tp	2	deep	60
visorR35	50	3L	7160000	deletion	tp	2	deep	60
visorR35	47	3L	5550000	deletion	tp	2	deep	60
visorR35	22	2R	5000000	deletion	tp	2	deep	60
visorR35	18	2L	11485000	inversion	tp	2	deep	60
visorR35	116	X	11485000	inversion	tp	2	deep	60
visorR35	2	2L	5550000	deletion	tp	2	deep	60
visorR35	88	4	390000	tandem duplication	tp	2	deep	60
visorR35	31	2R	8312000	tandem duplication	tp	2	deep	60
visorR35	104	X	5000000	deletion	tp	2	deep	60
visorR35	108	X	7160000	deletion	tp	2	deep	60
visorR35	111	X	8887000	deletion	tp	2	deep	60
visorR35	95	4	727000	deletion	tp	2	deep	60
visorR35	74	3R	8887000	deletion	tp	2	deep	60
visorR35	3	2L	6150000	tandem duplication	tp	2	deep	60
visorR35	102	4	947000	tandem duplication	tp	2	deep	60
visorR35	8	2L	8312000	tandem duplication	tp	2	deep	60
visorR35	58	3L	10463000	inversion	tp	2	deep	60
visorR35	82	3R	11987000	tandem duplication	tp	2	deep	60
visorR35	84	4	200000	deletion	tp	2	deep	60
visorR35	59	3L	10970000	tandem duplication	tp	2	deep	60
visorR35	24	2R	5611257	deletion	fp	2	deep	60
visorR35	78	3R	10463000	inversion	tp	2	deep	60
visorR35	98	4	863000	inversion	tp	2	deep	60
visorR35	-	4	797000	inversion	fn	2	deep	60
visorR35	81	3R	11485000	inversion	tp	2	deep	60
visorR35	13	2L	9938000	deletion	tp	2	deep	60
visorR35	101	4	925000	inversion	tp	2	deep	60
visorR35	34	2R	8887000	deletion	tp	2	deep	60
visorR35	48	3L	6655000	inversion	tp	2	deep	60
visorR35	45	3L	5000000	deletion	tp	2	deep	60
visorR35	69	3R	6655000	inversion	tp	2	deep	60
visorR35	64	3L	12489000	deletion	tp	2	deep	60
visorR35	72	3R	7810000	deletion	tp	2	deep	60
visorR35	117	X	11987000	tandem duplication	tp	2	deep	60
visorR35	80	3R	10970000	tandem duplication	tp	2	deep	60
visorR35	27	2R	6655000	inversion	tp	2	deep	60
visorR37	33	2R	9938000	deletion	tp	2	deep	40
visorR37	49	3L	8887000	deletion	tp	2	deep	40
visorR37	-	2L	12489000	deletion	fn	2	deep	40
visorR37	5	2L	6655000	inversion	tp	2	deep	40
visorR37	25	2R	7160000	deletion	tp	2	deep	40
visorR37	-	2L	9437000	inversion	fn	2	deep	40
visorR37	21	2R	5550000	deletion	tp	2	deep	40
visorR37	-	4	969000	deletion	fn	2	deep	40
visorR37	-	2R	12489000	deletion	fn	2	deep	40
visorR37	99	X	6655000	inversion	tp	2	deep	40
visorR37	23	2R	6150000	tandem duplication	tp	2	deep	40
visorR37	-	3L	11485000	inversion	fn	2	deep	40
visorR37	-	4	610000	deletion	fn	2	deep	40
visorR37	-	4	415000	inversion	fn	2	deep	40
visorR37	107	X	10970000	tandem duplication	tp	2	deep	40
visorR37	-	2L	10970000	tandem duplication	fn	2	deep	40
visorR37	38	2R	11485000	inversion	tp	2	deep	40
visorR37	81	4	440000	deletion	tp	2	deep	40
visorR37	35	2R	10463000	inversion	tp	2	deep	40
visorR37	68	3R	9437000	inversion	tp	2	deep	40
visorR37	-	3L	6150000	tandem duplication	fn	2	deep	40
visorR37	64	3R	7160000	deletion	tp	2	deep	40
visorR37	-	3L	9938000	deletion	fn	2	deep	40
visorR37	-	X	12489000	deletion	fn	2	deep	40
visorR37	-	2R	9437000	inversion	fn	2	deep	40
visorR37	88	4	818000	deletion	tp	2	deep	40
visorR37	-	3R	12489000	deletion	fn	2	deep	40
visorR37	6	2L	7160000	deletion	tp	2	deep	40
visorR37	102	X	8312000	tandem duplication	tp	2	deep	40
visorR37	-	3R	6150000	tandem duplication	fn	2	deep	40
visorR37	16	2L	10463000	inversion	tp	2	deep	40
visorR37	-	3R	5000000	deletion	fn	2	deep	40
visorR37	97	X	5550000	deletion	tp	2	deep	40
visorR37	47	3L	8312000	tandem duplication	tp	2	deep	40
visorR37	91	4	890000	tandem duplication	tp	2	deep	40
visorR37	56	3L	11987000	tandem duplication	tp	2	deep	40
visorR37	11	2L	8887000	deletion	tp	2	deep	40
visorR37	104	X	9437000	inversion	tp	2	deep	40
visorR37	-	2R	11987000	tandem duplication	fn	2	deep	40
visorR37	79	4	270000	deletion	tp	2	deep	40
visorR37	84	4	632000	tandem duplication	tp	2	deep	40
visorR37	50	3L	9437000	inversion	tp	2	deep	40
visorR37	1	2L	5000000	deletion	tp	2	deep	40
visorR37	27	2R	7810000	deletion	tp	2	deep	40
visorR37	37	2R	10970000	tandem duplication	tp	2	deep	40
visorR37	101	X	7810000	deletion	tp	2	deep	40
visorR37	-	X	10463000	inversion	fn	2	deep	40
visorR37	69	3R	9938000	deletion	tp	2	deep	40
visorR37	-	3R	8312000	tandem duplication	fn	2	deep	40
visorR37	8	2L	7810000	deletion	tp	2	deep	40
visorR37	-	2L	11987000	tandem duplication	fn	2	deep	40
visorR37	61	3R	5550000	deletion	tp	2	deep	40
visorR37	45	3L	7810000	deletion	tp	2	deep	40
visorR37	98	X	6150000	tandem duplication	tp	2	deep	40
visorR37	105	X	9938000	deletion	tp	2	deep	40
visorR37	44	3L	7160000	deletion	tp	2	deep	40
visorR37	41	3L	5550000	deletion	tp	2	deep	40
visorR37	-	2R	5000000	deletion	fn	2	deep	40
visorR37	18	2L	11485000	inversion	tp	2	deep	40
visorR37	74	3R	11485000	inversion	tp	2	deep	40
visorR37	2	2L	5550000	deletion	tp	2	deep	40
visorR37	-	4	390000	tandem duplication	fn	2	deep	40
visorR37	28	2R	8312000	tandem duplication	tp	2	deep	40
visorR37	96	X	5000000	deletion	tp	2	deep	40
visorR37	100	X	7160000	deletion	tp	2	deep	40
visorR37	103	X	8887000	deletion	tp	2	deep	40
visorR37	86	4	727000	deletion	tp	2	deep	40
visorR37	67	3R	8887000	deletion	tp	2	deep	40
visorR37	4	2L	6150000	tandem duplication	tp	2	deep	40
visorR37	94	4	947000	tandem duplication	tp	2	deep	40
visorR37	9	2L	8312000	tandem duplication	tp	2	deep	40
visorR37	52	3L	10463000	inversion	tp	2	deep	40
visorR37	75	3R	11987000	tandem duplication	tp	2	deep	40
visorR37	77	4	200000	deletion	tp	2	deep	40
visorR37	54	3L	10970000	tandem duplication	tp	2	deep	40
visorR37	71	3R	10463000	inversion	tp	2	deep	40
visorR37	90	4	863000	inversion	tp	2	deep	40
visorR37	73	3R	10970000	tandem duplication	tp	2	deep	40
visorR37	-	X	11485000	inversion	fn	2	deep	40
visorR37	14	2L	9938000	deletion	tp	2	deep	40
visorR37	93	4	925000	inversion	tp	2	deep	40
visorR37	30	2R	8887000	deletion	tp	2	deep	40
visorR37	42	3L	6655000	inversion	tp	2	deep	40
visorR37	-	3L	5000000	deletion	fn	2	deep	40
visorR37	62	3R	6655000	inversion	tp	2	deep	40
visorR37	57	3L	12489000	deletion	tp	2	deep	40
visorR37	65	3R	7810000	deletion	tp	2	deep	40
visorR37	109	X	11987000	tandem duplication	tp	2	deep	40
visorR37	-	4	797000	inversion	fn	2	deep	40
visorR37	24	2R	6655000	inversion	tp	2	deep	40
visorR39	-	2R	9938000	deletion	fn	2	deep	20
visorR39	15	3L	8887000	deletion	tp	2	deep	20
visorR39	-	2L	12489000	deletion	fn	2	deep	20
visorR39	-	2R	7160000	deletion	fn	2	deep	20
visorR39	-	2L	9437000	inversion	fn	2	deep	20
visorR39	-	2R	5550000	deletion	fn	2	deep	20
visorR39	-	4	969000	deletion	fn	2	deep	20
visorR39	-	2R	12489000	deletion	fn	2	deep	20
visorR39	36	X	6655000	inversion	tp	2	deep	20
visorR39	-	2R	6150000	tandem duplication	fn	2	deep	20
visorR39	-	3R	5000000	deletion	fn	2	deep	20
visorR39	18	3L	11485000	inversion	tp	2	deep	20
visorR39	-	4	610000	deletion	fn	2	deep	20
visorR39	-	4	415000	inversion	fn	2	deep	20
visorR39	-	X	10970000	tandem duplication	fn	2	deep	20
visorR39	-	2L	10970000	tandem duplication	fn	2	deep	20
visorR39	-	2R	11485000	inversion	fn	2	deep	20
visorR39	-	4	440000	deletion	fn	2	deep	20
visorR39	11	2R	10463000	inversion	tp	2	deep	20
visorR39	24	3R	9437000	inversion	tp	2	deep	20
visorR39	-	3L	6150000	tandem duplication	fn	2	deep	20
visorR39	22	3R	7160000	deletion	tp	2	deep	20
visorR39	-	3L	9938000	deletion	fn	2	deep	20
visorR39	-	X	12489000	deletion	fn	2	deep	20
visorR39	-	2R	9437000	inversion	fn	2	deep	20
visorR39	-	4	818000	deletion	fn	2	deep	20
visorR39	-	3R	12489000	deletion	fn	2	deep	20
visorR39	-	2L	7160000	deletion	fn	2	deep	20
visorR39	-	X	8312000	tandem duplication	fn	2	deep	20
visorR39	20	3R	6150000	tandem duplication	tp	2	deep	20
visorR39	6	2L	10463000	inversion	tp	2	deep	20
visorR39	1	2L	6655000	inversion	tp	2	deep	20
visorR39	-	X	5550000	deletion	fn	2	deep	20
visorR39	-	3L	8312000	tandem duplication	fn	2	deep	20
visorR39	-	4	890000	tandem duplication	fn	2	deep	20
visorR39	-	3L	11987000	tandem duplication	fn	2	deep	20
visorR39	4	2L	8887000	deletion	tp	2	deep	20
visorR39	39	X	9437000	inversion	tp	2	deep	20
visorR39	-	2R	11987000	tandem duplication	fn	2	deep	20
visorR39	30	4	270000	deletion	tp	2	deep	20
visorR39	-	4	632000	tandem duplication	fn	2	deep	20
visorR39	16	3L	9437000	inversion	tp	2	deep	20
visorR39	-	2L	5000000	deletion	fn	2	deep	20
visorR39	-	2R	7810000	deletion	fn	2	deep	20
visorR39	-	2R	10970000	tandem duplication	fn	2	deep	20
visorR39	-	X	7810000	deletion	fn	2	deep	20
visorR39	-	X	10463000	inversion	fn	2	deep	20
visorR39	-	3R	9938000	deletion	fn	2	deep	20
visorR39	-	3R	8312000	tandem duplication	fn	2	deep	20
visorR39	2	2L	7810000	deletion	tp	2	deep	20
visorR39	-	2L	11987000	tandem duplication	fn	2	deep	20
visorR39	-	3R	5550000	deletion	fn	2	deep	20
visorR39	-	3L	7810000	deletion	fn	2	deep	20
visorR39	-	X	6150000	tandem duplication	fn	2	deep	20
visorR39	40	X	9938000	deletion	tp	2	deep	20
visorR39	-	3L	7160000	deletion	fn	2	deep	20
visorR39	12	3L	5550000	deletion	tp	2	deep	20
visorR39	-	2R	5000000	deletion	fn	2	deep	20
visorR39	-	2L	11485000	inversion	fn	2	deep	20
visorR39	-	3R	11485000	inversion	fn	2	deep	20
visorR39	-	2L	5550000	deletion	fn	2	deep	20
visorR39	-	4	390000	tandem duplication	fn	2	deep	20
visorR39	-	2R	8312000	tandem duplication	fn	2	deep	20
visorR39	-	X	5000000	deletion	fn	2	deep	20
visorR39	-	X	7160000	deletion	fn	2	deep	20
visorR39	-	X	8887000	deletion	fn	2	deep	20
visorR39	-	4	727000	deletion	fn	2	deep	20
visorR39	-	3R	8887000	deletion	fn	2	deep	20
visorR39	-	2L	6150000	tandem duplication	fn	2	deep	20
visorR39	34	4	947000	tandem duplication	tp	2	deep	20
visorR39	-	2L	8312000	tandem duplication	fn	2	deep	20
visorR39	17	3L	10463000	inversion	tp	2	deep	20
visorR39	-	3R	11987000	tandem duplication	fn	2	deep	20
visorR39	29	4	200000	deletion	tp	2	deep	20
visorR39	-	3L	10970000	tandem duplication	fn	2	deep	20
visorR39	-	3R	10463000	inversion	fn	2	deep	20
visorR39	-	4	863000	inversion	fn	2	deep	20
visorR39	-	3R	10970000	tandem duplication	fn	2	deep	20
visorR39	-	X	11485000	inversion	fn	2	deep	20
visorR39	-	2L	9938000	deletion	fn	2	deep	20
visorR39	33	4	925000	inversion	tp	2	deep	20
visorR39	-	2R	8887000	deletion	fn	2	deep	20
visorR39	13	3L	6655000	inversion	tp	2	deep	20
visorR39	-	3L	5000000	deletion	fn	2	deep	20
visorR39	21	3R	6655000	inversion	tp	2	deep	20
visorR39	19	3L	12489000	deletion	tp	2	deep	20
visorR39	-	3R	7810000	deletion	fn	2	deep	20
visorR39	-	X	11987000	tandem duplication	fn	2	deep	20
visorR39	-	4	797000	inversion	fn	2	deep	20
visorR39	9	2R	6655000	inversion	tp	2	deep	20
visorR41	35	2R	9938000	deletion	tp	3	shallow	100
visorR41	51	3L	8887000	deletion	tp	3	shallow	100
visorR41	21	2L	12489000	deletion	tp	3	shallow	100
visorR41	6	2L	6655000	inversion	tp	3	shallow	100
visorR41	26	2R	7160000	deletion	tp	3	shallow	100
visorR41	-	2L	9437000	inversion	fn	3	shallow	100
visorR41	22	2R	5550000	deletion	tp	3	shallow	100
visorR41	61	3R	5023144	deletion	fp	3	shallow	100
visorR41	94	4	969000	deletion	tp	3	shallow	100
visorR41	-	2R	12489000	deletion	fn	3	shallow	100
visorR41	-	X	6655000	inversion	fn	3	shallow	100
visorR41	24	2R	6150000	tandem duplication	tp	3	shallow	100
visorR41	57	3L	11485000	inversion	tp	3	shallow	100
visorR41	-	4	610000	deletion	fn	3	shallow	100
visorR41	-	4	415000	inversion	fn	3	shallow	100
visorR41	110	X	10970000	tandem duplication	tp	3	shallow	100
visorR41	17	2L	10970000	tandem duplication	tp	3	shallow	100
visorR41	39	2R	11485000	inversion	tp	3	shallow	100
visorR41	82	4	440000	deletion	tp	3	shallow	100
visorR41	36	2R	10463000	inversion	tp	3	shallow	100
visorR41	72	3R	9437000	inversion	tp	3	shallow	100
visorR41	-	3L	6150000	tandem duplication	fn	3	shallow	100
visorR41	31	2R	8887000	deletion	tp	3	shallow	100
visorR41	53	3L	9938000	deletion	tp	3	shallow	100
visorR41	114	X	12489000	deletion	tp	3	shallow	100
visorR41	33	2R	9437000	inversion	tp	3	shallow	100
visorR41	87	4	818000	deletion	tp	3	shallow	100
visorR41	-	3R	12489000	deletion	fn	3	shallow	100
visorR41	8	2L	7160000	deletion	tp	3	shallow	100
visorR41	103	X	8312000	tandem duplication	tp	3	shallow	100
visorR41	64	3R	6150000	tandem duplication	tp	3	shallow	100
visorR41	16	2L	10463000	inversion	tp	3	shallow	100
visorR41	-	3R	5000000	deletion	fn	3	shallow	100
visorR41	98	X	5550000	deletion	tp	3	shallow	100
visorR41	49	3L	8312000	tandem duplication	tp	3	shallow	100
visorR41	90	4	890000	tandem duplication	tp	3	shallow	100
visorR41	58	3L	11987000	tandem duplication	tp	3	shallow	100
visorR41	11	2L	8887000	deletion	tp	3	shallow	100
visorR41	107	X	9437000	inversion	tp	3	shallow	100
visorR41	40	2R	11987000	tandem duplication	tp	3	shallow	100
visorR41	-	3R	5550000	deletion	fn	3	shallow	100
visorR41	-	4	270000	deletion	fn	3	shallow	100
visorR41	84	4	632000	tandem duplication	tp	3	shallow	100
visorR41	52	3L	9437000	inversion	tp	3	shallow	100
visorR41	1	2L	5000000	deletion	tp	3	shallow	100
visorR41	28	2R	7810000	deletion	tp	3	shallow	100
visorR41	38	2R	10970000	tandem duplication	tp	3	shallow	100
visorR41	-	X	7810000	deletion	fn	3	shallow	100
visorR41	-	X	10463000	inversion	fn	3	shallow	100
visorR41	74	3R	9938000	deletion	tp	3	shallow	100
visorR41	70	3R	8312000	tandem duplication	tp	3	shallow	100
visorR41	-	2L	7810000	deletion	fn	3	shallow	100
visorR41	20	2L	11987000	tandem duplication	tp	3	shallow	100
visorR41	43	3L	5550000	deletion	tp	3	shallow	100
visorR41	47	3L	7810000	deletion	tp	3	shallow	100
visorR41	99	X	6150000	tandem duplication	tp	3	shallow	100
visorR41	108	X	9938000	deletion	tp	3	shallow	100
visorR41	23	2R	5612284	deletion	fp	3	shallow	100
visorR41	46	3L	7160000	deletion	tp	3	shallow	100
visorR41	-	2R	5000000	deletion	fn	3	shallow	100
visorR41	19	2L	11485000	inversion	tp	3	shallow	100
visorR41	111	X	11485000	inversion	tp	3	shallow	100
visorR41	3	2L	5550000	deletion	tp	3	shallow	100
visorR41	81	4	390000	tandem duplication	tp	3	shallow	100
visorR41	29	2R	8312000	tandem duplication	tp	3	shallow	100
visorR41	96	X	5000000	deletion	tp	3	shallow	100
visorR41	102	X	7160000	deletion	tp	3	shallow	100
visorR41	106	X	8887000	deletion	tp	3	shallow	100
visorR41	86	4	727000	deletion	tp	3	shallow	100
visorR41	71	3R	8887000	deletion	tp	3	shallow	100
visorR41	5	2L	6150000	tandem duplication	tp	3	shallow	100
visorR41	93	4	947000	tandem duplication	tp	3	shallow	100
visorR41	9	2L	8312000	tandem duplication	tp	3	shallow	100
visorR41	-	3L	10463000	inversion	fn	3	shallow	100
visorR41	-	3R	11987000	tandem duplication	fn	3	shallow	100
visorR41	78	4	200000	deletion	tp	3	shallow	100
visorR41	62	3R	5549999	deletion	fp	3	shallow	100
visorR41	56	3L	10970000	tandem duplication	tp	3	shallow	100
visorR41	75	3R	10463000	inversion	tp	3	shallow	100
visorR41	89	4	863000	inversion	tp	3	shallow	100
visorR41	76	3R	10970000	tandem duplication	tp	3	shallow	100
visorR41	77	3R	11485000	inversion	tp	3	shallow	100
visorR41	14	2L	9938000	deletion	tp	3	shallow	100
visorR41	92	4	925000	inversion	tp	3	shallow	100
visorR41	67	3R	7160000	deletion	tp	3	shallow	100
visorR41	44	3L	6655000	inversion	tp	3	shallow	100
visorR41	41	3L	5000000	deletion	tp	3	shallow	100
visorR41	65	3R	6655000	inversion	tp	3	shallow	100
visorR41	59	3L	12489000	deletion	tp	3	shallow	100
visorR41	68	3R	7810000	deletion	tp	3	shallow	100
visorR41	112	X	11987000	tandem duplication	tp	3	shallow	100
visorR41	-	4	797000	inversion	fn	3	shallow	100
visorR41	25	2R	6655000	inversion	tp	3	shallow	100
visorR43	35	2R	9938000	deletion	tp	3	shallow	80
visorR43	49	3L	8887000	deletion	tp	3	shallow	80
visorR43	21	2L	12489000	deletion	tp	3	shallow	80
visorR43	6	2L	6655000	inversion	tp	3	shallow	80
visorR43	28	2R	7160000	deletion	tp	3	shallow	80
visorR43	13	2L	9437000	inversion	tp	3	shallow	80
visorR43	24	2R	5550000	deletion	tp	3	shallow	80
visorR43	59	3R	5023144	deletion	fp	3	shallow	80
visorR43	42	3L	5550000	deletion	tp	3	shallow	80
visorR43	-	2R	12489000	deletion	fn	3	shallow	80
visorR43	96	X	6655000	inversion	tp	3	shallow	80
visorR43	26	2R	6150000	tandem duplication	tp	3	shallow	80
visorR43	55	3L	11485000	inversion	tp	3	shallow	80
visorR43	81	4	610000	deletion	tp	3	shallow	80
visorR43	-	4	415000	inversion	fn	3	shallow	80
visorR43	-	X	10970000	tandem duplication	fn	3	shallow	80
visorR43	17	2L	10970000	tandem duplication	tp	3	shallow	80
visorR43	39	2R	11485000	inversion	tp	3	shallow	80
visorR43	80	4	440000	deletion	tp	3	shallow	80
visorR43	36	2R	10463000	inversion	tp	3	shallow	80
